"","Country.Region","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","CumCaseNumber","IncCaseNumber","Continent","NumDate","CountryName","Date","StringencyIndex"
"472","Norway",2020-02-28,1,3,20,1,-5,1,0,0,"EU",13,"Norway",2020-02-28,11.11
"473","Norway",2020-02-29,-4,-1,2,2,-2,0,0,0,"EU",14,"Norway",2020-02-29,11.11
"474","Norway",2020-03-01,-10,2,-30,-1,-1,0,0,0,"EU",15,"Norway",2020-03-01,11.11
"475","Norway",2020-03-02,-2,2,4,0,-2,1,0,0,"EU",16,"Norway",2020-03-02,11.11
"476","Norway",2020-03-03,-1,1,6,-2,-1,1,0,0,"EU",17,"Norway",2020-03-03,11.11
"477","Norway",2020-03-04,-3,1,9,1,-2,1,0,0,"EU",18,"Norway",2020-03-04,11.11
"478","Norway",2020-03-05,0,4,26,3,-2,0,0,0,"EU",19,"Norway",2020-03-05,11.11
"479","Norway",2020-03-06,-2,3,18,2,-2,0,0,0,"EU",20,"Norway",2020-03-06,11.11
"480","Norway",2020-03-07,-7,0,29,1,-2,0,0,0,"EU",21,"Norway",2020-03-07,11.11
"481","Norway",2020-03-08,-11,-2,-37,-9,-2,1,0,0,"EU",22,"Norway",2020-03-08,11.11
"482","Norway",2020-03-09,-4,2,11,-2,-2,1,0,0,"EU",23,"Norway",2020-03-09,11.11
"483","Norway",2020-03-10,-5,2,-4,-7,-1,2,0,0,"EU",24,"Norway",2020-03-10,14.81
"484","Norway",2020-03-11,-6,9,10,-9,-3,3,0,0,"EU",25,"Norway",2020-03-11,20.37
"485","Norway",2020-03-12,-6,51,-1,-20,-11,5,0,0,"EU",26,"Norway",2020-03-12,40.74
"486","Norway",2020-03-13,-34,5,3,-39,-36,14,0,0,"EU",27,"Norway",2020-03-13,40.74
"487","Norway",2020-03-14,-47,-9,26,-37,-23,8,3,0.552252777141153,"EU",28,"Norway",2020-03-14,46.3
"488","Norway",2020-03-15,-71,-39,-50,-54,-27,11,3,0,"EU",29,"Norway",2020-03-15,51.85
"489","Norway",2020-03-16,-39,-9,22,-49,-48,18,3,0,"EU",30,"Norway",2020-03-16,60.19
"490","Norway",2020-03-17,-44,-15,10,-53,-51,19,3,0,"EU",31,"Norway",2020-03-17,60.19
"491","Norway",2020-03-18,-46,-15,18,-55,-52,20,6,0.552252777141153,"EU",32,"Norway",2020-03-18,60.19
"492","Norway",2020-03-19,-44,-11,24,-56,-52,20,7,0.184084259047051,"EU",33,"Norway",2020-03-19,62.96
"493","Norway",2020-03-20,-44,-12,31,-55,-52,21,7,0,"EU",34,"Norway",2020-03-20,62.96
"494","Norway",2020-03-21,-49,-10,80,-42,-33,9,7,0,"EU",35,"Norway",2020-03-21,62.96
"495","Norway",2020-03-22,-65,-32,-8,-57,-34,12,7,0,"EU",36,"Norway",2020-03-22,62.96
"496","Norway",2020-03-23,-41,-14,-1,-58,-52,20,10,0.552252777141153,"EU",37,"Norway",2020-03-23,62.96
"497","Norway",2020-03-24,-45,-14,-8,-59,-53,20,12,0.368168518094102,"EU",38,"Norway",2020-03-24,79.63
"498","Norway",2020-03-25,-45,-13,0,-58,-52,20,14,0.368168518094102,"EU",39,"Norway",2020-03-25,79.63
"499","Norway",2020-03-26,-43,-10,29,-56,-52,20,14,0,"EU",40,"Norway",2020-03-26,79.63
"500","Norway",2020-03-27,-42,-9,16,-57,-50,21,19,0.920421295235255,"EU",41,"Norway",2020-03-27,79.63
"501","Norway",2020-03-28,-47,-8,29,-50,-33,10,23,0.736337036188204,"EU",42,"Norway",2020-03-28,79.63
"502","Norway",2020-03-29,-65,-32,-5,-57,-34,11,25,0.368168518094102,"EU",43,"Norway",2020-03-29,79.63
"503","Norway",2020-03-30,-37,-11,37,-53,-51,18,32,1.28858981332936,"EU",44,"Norway",2020-03-30,79.63
"504","Norway",2020-03-31,-36,-7,23,-52,-51,18,39,1.28858981332936,"EU",45,"Norway",2020-03-31,79.63
"505","Norway",2020-04-01,-36,-6,18,-54,-50,19,44,0.920421295235255,"EU",46,"Norway",2020-04-01,79.63
"506","Norway",2020-04-02,-37,-4,-7,-58,-50,20,50,1.10450555428231,"EU",47,"Norway",2020-04-02,79.63
"507","Norway",2020-04-03,-35,-3,13,-53,-49,19,59,1.65675833142346,"EU",48,"Norway",2020-04-03,79.63
"508","Norway",2020-04-04,-40,-3,32,-46,-31,9,62,0.552252777141153,"EU",49,"Norway",2020-04-04,79.63
"509","Norway",2020-04-05,-60,-22,14,-52,-32,11,71,1.65675833142346,"EU",50,"Norway",2020-04-05,79.63
"510","Norway",2020-04-06,-16,9,89,-46,-58,17,76,0.920421295235255,"EU",51,"Norway",2020-04-06,79.63
"511","Norway",2020-04-07,-12,27,104,-44,-59,16,89,2.39309536761166,"EU",52,"Norway",2020-04-07,79.63
"512","Norway",2020-04-08,-11,40,37,-52,-64,18,101,2.20901110856461,"EU",53,"Norway",2020-04-08,79.63
"513","Norway",2020-04-09,-80,-80,166,-58,-85,25,108,1.28858981332936,"EU",54,"Norway",2020-04-09,79.63
"514","Norway",2020-04-10,-81,-80,163,-58,-85,26,113,0.920421295235255,"EU",55,"Norway",2020-04-10,79.63
"515","Norway",2020-04-11,-43,-2,-2,-55,-36,9,119,1.10450555428231,"EU",56,"Norway",2020-04-11,79.63
"516","Norway",2020-04-12,-63,-31,12,-52,-34,10,128,1.65675833142346,"EU",57,"Norway",2020-04-12,79.63
"517","Norway",2020-04-13,-80,-80,70,-63,-86,27,134,1.10450555428231,"EU",58,"Norway",2020-04-13,79.63
"518","Norway",2020-04-14,-26,7,3,-52,-47,17,139,0.920421295235255,"EU",59,"Norway",2020-04-14,79.63
"519","Norway",2020-04-15,-29,-3,44,-47,-47,17,150,2.02492684951756,"EU",60,"Norway",2020-04-15,79.63
"520","Norway",2020-04-16,-28,-2,53,-48,-46,17,152,0.368168518094102,"EU",61,"Norway",2020-04-16,79.63
"521","Norway",2020-04-17,-24,3,68,-44,-44,16,161,1.65675833142346,"EU",62,"Norway",2020-04-17,79.63
"522","Norway",2020-04-18,-31,3,99,-30,-21,6,164,0.552252777141153,"EU",63,"Norway",2020-04-18,79.63
"523","Norway",2020-04-20,-17,1,106,-37,-43,13,181,2.94534814475282,"EU",65,"Norway",2020-04-20,70.37
"524","Norway",2020-04-21,-20,5,135,-34,-42,12,182,0.184084259047051,"EU",66,"Norway",2020-04-21,64.81
"525","Norway",2020-04-22,-22,4,130,-36,-42,12,187,0.920421295235255,"EU",67,"Norway",2020-04-22,64.81
"526","Norway",2020-04-23,-22,5,93,-38,-41,13,194,1.28858981332936,"EU",68,"Norway",2020-04-23,64.81
"527","Norway",2020-04-24,-25,2,56,-42,-41,13,199,0.920421295235255,"EU",69,"Norway",2020-04-24,64.81
"528","Norway",2020-04-25,-29,1,95,-29,-19,5,201,0.368168518094102,"EU",70,"Norway",2020-04-25,64.81
"529","Norway",2020-04-27,-19,-1,20,-41,-38,13,205,0.736337036188204,"EU",72,"Norway",2020-04-27,64.81
"530","Norway",2020-04-28,-18,3,48,-38,-37,11,206,0.184084259047051,"EU",73,"Norway",2020-04-28,64.81
"531","Norway",2020-04-29,-16,7,56,-35,-37,12,207,0.184084259047051,"EU",74,"Norway",2020-04-29,64.81
"532","Norway",2020-04-30,-5,39,51,-34,-38,9,210,0.552252777141153,"EU",75,"Norway",2020-04-30,64.81
"533","Norway",2020-05-01,-74,-78,119,-55,-82,24,210,0,"EU",76,"Norway",2020-05-01,64.81
"534","Norway",2020-05-02,-16,17,95,-25,-16,4,211,0.184084259047051,"EU",77,"Norway",2020-05-02,64.81
"535","Norway",2020-05-04,-11,4,51,-35,-36,11,214,0.552252777141153,"EU",79,"Norway",2020-05-04,64.81
"536","Norway",2020-05-05,-13,5,66,-33,-35,11,215,0.184084259047051,"EU",80,"Norway",2020-05-05,64.81
"537","Norway",2020-05-06,-13,6,74,-32,-34,11,216,0.184084259047051,"EU",81,"Norway",2020-05-06,64.81
"538","Norway",2020-05-07,-14,9,70,-34,-34,11,217,0.184084259047051,"EU",82,"Norway",2020-05-07,64.81
"539","Norway",2020-05-08,-14,4,64,-33,-32,10,218,0.184084259047051,"EU",83,"Norway",2020-05-08,64.81
"540","Norway",2020-05-09,-18,5,84,-22,-11,3,219,0.184084259047051,"EU",84,"Norway",2020-05-09,64.81
"541","Norway",2020-05-10,-42,0,2,-44,-15,5,219,0,"EU",85,"Norway",2020-05-10,64.81
"542","Norway",2020-05-11,-10,3,39,-33,-32,11,224,0.920421295235255,"EU",86,"Norway",2020-05-11,60.19
"543","Norway",2020-05-12,-9,9,27,-34,-29,10,228,0.736337036188204,"EU",87,"Norway",2020-05-12,60.19
"544","Norway",2020-05-13,-9,8,52,-30,-27,10,229,0.184084259047051,"EU",88,"Norway",2020-05-13,60.19
"545","Norway",2020-05-14,-5,15,43,-31,-27,8,232,0.552252777141153,"EU",89,"Norway",2020-05-14,54.63
"546","Norway",2020-05-15,-7,12,35,-32,-26,9,232,0,"EU",90,"Norway",2020-05-15,54.63
"547","Norway",2020-05-16,-15,16,21,-30,-10,4,232,0,"EU",91,"Norway",2020-05-16,54.63
"548","Norway",2020-05-17,-29,-22,19,-22,-6,1,232,0,"EU",92,"Norway",2020-05-17,54.63
"549","Norway",2020-05-18,-14,-8,61,-30,-27,9,233,0.184084259047051,"EU",93,"Norway",2020-05-18,54.63
"550","Norway",2020-05-19,-6,5,92,-26,-25,7,233,0,"EU",94,"Norway",2020-05-19,54.63
"551","Norway",2020-05-20,9,41,127,-17,-25,3,234,0.184084259047051,"EU",95,"Norway",2020-05-20,54.63
"552","Norway",2020-05-21,-61,-70,227,-44,-81,19,235,0.184084259047051,"EU",96,"Norway",2020-05-21,54.63
"553","Norway",2020-05-22,-1,15,92,-36,-49,11,235,0,"EU",97,"Norway",2020-05-22,54.63
"554","Norway",2020-05-23,-16,2,74,-27,-9,3,235,0,"EU",98,"Norway",2020-05-23,54.63
"555","Norway",2020-05-24,-26,9,27,-29,-8,0,235,0,"EU",99,"Norway",2020-05-24,54.63
"556","Norway",2020-05-25,0,10,106,-24,-26,6,235,0,"EU",100,"Norway",2020-05-25,54.63
"557","Norway",2020-05-26,-2,8,74,-27,-23,7,235,0,"EU",101,"Norway",2020-05-26,54.63
"558","Norway",2020-05-27,-1,11,82,-26,-23,7,235,0,"EU",102,"Norway",2020-05-27,54.63
"559","Norway",2020-05-28,0,16,98,-24,-23,6,236,0.184084259047051,"EU",103,"Norway",2020-05-28,54.63
"560","Norway",2020-05-29,0,18,142,-17,-23,2,236,0,"EU",104,"Norway",2020-05-29,54.63
"561","Norway",2020-05-30,-16,2,210,-4,-3,-3,236,0,"EU",105,"Norway",2020-05-30,54.63
"562","Norway",2020-05-31,-13,49,172,-12,-3,-3,236,0,"EU",106,"Norway",2020-05-31,54.63
"563","Norway",2020-06-01,-54,-66,314,-31,-80,9,236,0,"EU",107,"Norway",2020-06-01,54.63
"564","Norway",2020-06-02,7,31,119,-19,-22,3,237,0.184084259047051,"EU",108,"Norway",2020-06-02,39.81
"565","Norway",2020-06-03,1,13,97,-22,-21,5,237,0,"EU",109,"Norway",2020-06-03,39.81
"566","Norway",2020-06-04,-1,12,60,-26,-22,6,238,0.184084259047051,"EU",110,"Norway",2020-06-04,39.81
"567","Norway",2020-06-05,-5,7,42,-27,-21,6,238,0,"EU",111,"Norway",2020-06-05,39.81
"568","Norway",2020-06-06,-8,6,47,-24,-2,2,238,0,"EU",112,"Norway",2020-06-06,39.81
"569","Norway",2020-06-07,-24,7,11,-34,-4,3,238,0,"EU",113,"Norway",2020-06-07,39.81
"570","Norway",2020-06-08,2,7,72,-24,-22,6,239,0.184084259047051,"EU",114,"Norway",2020-06-08,39.81
"571","Norway",2020-06-09,3,8,104,-22,-21,4,239,0,"EU",115,"Norway",2020-06-09,39.81
"572","Norway",2020-06-10,3,11,111,-21,-21,4,239,0,"EU",116,"Norway",2020-06-10,39.81
"573","Norway",2020-06-11,6,18,153,-18,-22,3,242,0.552252777141153,"EU",117,"Norway",2020-06-11,39.81
"574","Norway",2020-06-12,8,15,175,-12,-22,0,242,0,"EU",118,"Norway",2020-06-12,39.81
"575","Norway",2020-06-13,-6,9,207,-1,0,-4,242,0,"EU",119,"Norway",2020-06-13,39.81
"576","Norway",2020-06-14,-4,41,136,-8,1,-6,242,0,"EU",120,"Norway",2020-06-14,39.81
"577","Norway",2020-06-15,14,19,181,-13,-23,2,242,0,"EU",121,"Norway",2020-06-15,34.26
"578","Norway",2020-06-16,13,19,181,-13,-23,2,242,0,"EU",122,"Norway",2020-06-16,34.26
"579","Norway",2020-06-17,13,19,173,-13,-23,2,243,0.184084259047051,"EU",123,"Norway",2020-06-17,34.26
"580","Norway",2020-06-18,16,24,187,-12,-23,1,244,0.184084259047051,"EU",124,"Norway",2020-06-18,34.26
"581","Norway",2020-06-19,10,13,190,-9,-24,-1,244,0,"EU",125,"Norway",2020-06-19,34.26
"582","Norway",2020-06-20,-3,8,169,-3,-2,-4,244,0,"EU",126,"Norway",2020-06-20,34.26
"583","Norway",2020-06-21,-6,32,51,-21,-3,-2,244,0,"EU",127,"Norway",2020-06-21,34.26
"584","Norway",2020-06-22,20,18,122,-18,-34,4,248,0.736337036188204,"EU",128,"Norway",2020-06-22,34.26
"585","Norway",2020-06-23,15,20,209,-12,-33,2,248,0,"EU",129,"Norway",2020-06-23,34.26
"586","Norway",2020-06-24,12,15,205,-12,-32,2,249,0.184084259047051,"EU",130,"Norway",2020-06-24,34.26
"587","Norway",2020-06-25,14,19,215,-13,-33,1,249,0,"EU",131,"Norway",2020-06-25,34.26
"588","Norway",2020-06-26,5,10,224,-10,-34,0,249,0,"EU",132,"Norway",2020-06-26,34.26
"589","Norway",2020-06-27,-8,5,241,4,-7,-6,249,0,"EU",133,"Norway",2020-06-27,34.26
"590","Norway",2020-06-28,-5,35,37,-20,-4,-2,249,0,"EU",134,"Norway",2020-06-28,34.26
"591","Norway",2020-06-29,19,16,112,-20,-38,5,249,0,"EU",135,"Norway",2020-06-29,34.26
"592","Norway",2020-06-30,18,13,99,-22,-37,5,250,0.184084259047051,"EU",136,"Norway",2020-06-30,34.26
"593","Norway",2020-07-01,17,12,141,-18,-38,4,251,0.184084259047051,"EU",137,"Norway",2020-07-01,34.26
"594","Norway",2020-07-02,16,14,135,-21,-39,4,251,0,"EU",138,"Norway",2020-07-02,34.26
"595","Norway",2020-07-03,6,4,96,-22,-38,4,251,0,"EU",139,"Norway",2020-07-03,34.26
"596","Norway",2020-07-04,0,4,156,0,-6,-3,251,0,"EU",140,"Norway",2020-07-04,34.26
"597","Norway",2020-07-05,-4,31,26,-24,-10,1,251,0,"EU",141,"Norway",2020-07-05,34.26
"598","Norway",2020-07-06,23,16,130,-23,-50,7,251,0,"EU",142,"Norway",2020-07-06,34.26
"599","Norway",2020-07-07,18,13,158,-23,-50,6,251,0,"EU",143,"Norway",2020-07-07,34.26
"600","Norway",2020-07-08,15,12,195,-21,-49,5,251,0,"EU",144,"Norway",2020-07-08,34.26
"601","Norway",2020-07-09,12,12,213,-21,-50,5,252,0.184084259047051,"EU",145,"Norway",2020-07-09,34.26
"602","Norway",2020-07-10,7,5,170,-21,-49,4,252,0,"EU",146,"Norway",2020-07-10,34.26
"603","Norway",2020-07-11,-2,3,174,-1,-8,-4,252,0,"EU",147,"Norway",2020-07-11,34.26
"604","Norway",2020-07-12,12,49,97,-8,-6,-3,252,0,"EU",148,"Norway",2020-07-12,34.26
"605","Norway",2020-07-13,24,16,222,-19,-58,6,253,0.184084259047051,"EU",149,"Norway",2020-07-13,34.26
"606","Norway",2020-07-14,19,13,184,-27,-59,8,253,0,"EU",150,"Norway",2020-07-14,34.26
"607","Norway",2020-07-15,15,14,252,-20,-57,6,253,0,"EU",151,"Norway",2020-07-15,34.26
"608","Norway",2020-07-16,10,11,289,-20,-58,5,254,0.184084259047051,"EU",152,"Norway",2020-07-16,34.26
"609","Norway",2020-07-17,6,3,162,-22,-57,6,255,0.184084259047051,"EU",153,"Norway",2020-07-17,34.26
"610","Norway",2020-07-18,-4,2,131,-8,-11,-2,255,0,"EU",154,"Norway",2020-07-18,34.26
"611","Norway",2020-07-19,9,47,86,-12,-8,-2,255,0,"EU",155,"Norway",2020-07-19,34.26
"612","Norway",2020-07-20,26,18,241,-18,-61,6,255,0,"EU",156,"Norway",2020-07-20,34.26
"613","Norway",2020-07-21,20,13,227,-22,-61,7,255,0,"EU",157,"Norway",2020-07-21,34.26
"614","Norway",2020-07-22,15,13,249,-20,-59,6,255,0,"EU",158,"Norway",2020-07-22,34.26
"615","Norway",2020-07-23,11,12,270,-21,-59,6,255,0,"EU",159,"Norway",2020-07-23,34.26
"616","Norway",2020-07-24,1,1,253,-20,-58,5,255,0,"EU",160,"Norway",2020-07-24,34.26
"617","Norway",2020-07-25,-8,0,229,5,-11,-5,255,0,"EU",161,"Norway",2020-07-25,34.26
"618","Norway",2020-07-26,-1,38,50,-19,-11,-1,255,0,"EU",162,"Norway",2020-07-26,34.26
"619","Norway",2020-07-27,19,15,197,-22,-57,7,255,0,"EU",163,"Norway",2020-07-27,34.26
"620","Norway",2020-07-28,12,9,162,-29,-57,9,255,0,"EU",164,"Norway",2020-07-28,34.26
"621","Norway",2020-07-29,10,10,183,-26,-57,8,255,0,"EU",165,"Norway",2020-07-29,34.26
"622","Norway",2020-07-30,8,11,247,-22,-57,6,255,0,"EU",166,"Norway",2020-07-30,34.26
"623","Norway",2020-07-31,-2,0,276,-18,-56,3,255,0,"EU",167,"Norway",2020-07-31,34.26
"624","Norway",2020-08-01,-12,-2,241,4,-11,-6,255,0,"EU",168,"Norway",2020-08-01,34.26
"625","Norway",2020-08-02,0,42,60,-14,-8,-2,255,0,"EU",169,"Norway",2020-08-02,34.26
"626","Norway",2020-08-03,14,14,168,-20,-46,5,256,0.184084259047051,"EU",170,"Norway",2020-08-03,34.26
"627","Norway",2020-08-04,11,10,182,-19,-46,5,256,0,"EU",171,"Norway",2020-08-04,34.26
"628","Norway",2020-08-05,6,8,103,-28,-46,7,256,0,"EU",172,"Norway",2020-08-05,34.26
